alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers,call_id,fired_at,symbol,session,r_planned,channel,outcome,r_result,r_actual,points_result,mfe_r,mae_r,duration_sec,resolved_at,lane,lab_gate
1ebbe2d695,2026-09-25T14:36:05.502870+00:00,GC,4h,BREAK_RETEST_BEAR,SHORT,4300.7,4323.9509,4273.3,1.18,swing_level,-10,24,REJECT,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,0,4323.9509,24,,2026-09-25,,,,#GC-0925-7A,2026-09-25T14:36:05.502870+00:00,CON.F.US.GCE.Z26,NY open,1.18,lab (not sent),LOSS,-1.0,-1.0,-23.2509,0.0,1.157,5053,2026-09-25T16:00:18.812696+00:00,lab,rr_too_low
11e7e159d2,2026-09-25T14:36:05.508566+00:00,GC,4h,MACD_CROSS_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,76,HIGH,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,1,4327.0,76,,2026-09-25,,,,#GC-0925-7Y,2026-09-25T14:36:05.508566+00:00,CON.F.US.GCE.Z26,NY open,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,19148,2026-09-25T19:55:13.871022+00:00,lab,rr_too_low
7116417926,2026-09-25T15:06:11.322858+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4300.7,4358.2255,4200.7,1.74,swing_level,-10,14,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-ZV,2026-09-25T15:06:11.322858+00:00,CON.F.US.GCE.Z26,NY mid,1.74,lab (not sent),LOSS,-0.457,-0.457,-26.3,0.0,0.614,17342,2026-09-25T19:55:13.986236+00:00,lab,rr_too_low
3185251fd0,2026-09-25T15:06:11.328681+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,6,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-XC,2026-09-25T15:06:11.328681+00:00,CON.F.US.GCE.Z26,NY mid,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,17342,2026-09-25T19:55:14.097947+00:00,lab,rr_too_low
2a557f4a0a,2026-09-25T15:06:11.334065+00:00,GC,4h,BREAK_RETEST_BEAR,SHORT,4300.7,4323.9509,4273.3,1.18,swing_level,-10,24,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,0,4323.9509,24,,2026-09-25,,,,#GC-0925-E7,2026-09-25T15:06:11.334065+00:00,CON.F.US.GCE.Z26,NY mid,1.18,lab (not sent),LOSS,-1.0,-1.0,-23.2509,0.0,1.157,3247,2026-09-25T16:00:18.930155+00:00,lab,rr_too_low
49bcb0918e,2026-09-25T15:06:11.339054+00:00,GC,4h,MACD_CROSS_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,76,HIGH,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,76,,2026-09-25,,,,#GC-0925-J4,2026-09-25T15:06:11.339054+00:00,CON.F.US.GCE.Z26,NY mid,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,17342,2026-09-25T19:55:14.213634+00:00,lab,rr_too_low
847e79bfa6,2026-09-25T15:06:11.399590+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,83798.76,84252.6495,82708.96,2.4,swing_level_sweet,8,30,REJECT,,,40.45,373.6358,28.35,MIXED,15,0.75,0,OPEN,,,,30,,2026-09-25,,,,#BTC-0925-YT,2026-09-25T15:06:11.399590+00:00,BTC/USD,NY mid,2.4,lab (not sent),,,,,,,,,lab,rr_too_low
b051a3d9a0,2026-09-25T15:36:15.475272+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4316.8,4358.3398,4200.7,2.79,swing_level_sweet,-10,14,REJECT,,,44.66,33.6988,24.95,LH_LL,15,0.95,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-QG,2026-09-25T15:36:15.475272+00:00,CON.F.US.GCE.Z26,NY mid,2.79,lab (not sent),LOSS,-0.246,-0.246,-10.2,0.286,0.462,15538,2026-09-25T19:55:14.321626+00:00,lab,setup_off
15a15209ce,2026-09-25T15:36:15.481382+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4316.8,4361.7096,4200.7,2.59,swing_level_sweet,-10,6,REJECT,,,44.66,33.6988,24.95,LH_LL,15,0.95,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-CC,2026-09-25T15:36:15.481382+00:00,CON.F.US.GCE.Z26,NY mid,2.59,lab (not sent),LOSS,-0.227,-0.227,-10.2,0.265,0.428,15538,2026-09-25T19:55:14.439482+00:00,lab,conviction
6a478af8e7,2026-09-25T15:36:15.556900+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,83677.45,84188.0403,83091.19,1.15,swing_level,8,30,REJECT,,,37.85,358.8706,28.84,MIXED,15,0.5,0,CLOSED,LOSS,20,84188.0403,30,,2026-09-25,,,,#BTC-0925-UY,2026-09-25T15:36:15.556900+00:00,BTC/USD,NY mid,1.15,lab (not sent),LOSS,-1.0,-1.0,-510.5903,0.67,1.023,18618,2026-09-25T20:46:34.138097+00:00,lab,rr_too_low
f96ca77378,2026-09-25T16:10:20.319127+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4316.8,4358.3398,4200.7,2.79,swing_level_sweet,-10,14,REJECT,,,44.66,33.6988,24.95,LH_LL,16,0.95,0,CLOSED,LOSS,0,4327.0,14,,2026-09-25,,,,#GC-0925-AG,2026-09-25T16:10:20.319127+00:00,CON.F.US.GCE.Z26,NY mid,2.79,lab (not sent),LOSS,-0.246,-0.246,-10.2,0.055,0.376,13494,2026-09-25T19:55:14.549286+00:00,lab,setup_off
cd0ed49dc5,2026-09-25T16:10:20.324066+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4316.8,4361.7096,4200.7,2.59,swing_level_sweet,-10,6,REJECT,,,44.66,33.6988,24.95,LH_LL,16,0.95,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-GH,2026-09-25T16:10:20.324066+00:00,CON.F.US.GCE.Z26,NY mid,2.59,lab (not sent),LOSS,-0.227,-0.227,-10.2,0.051,0.347,13494,2026-09-25T19:55:14.657763+00:00,lab,conviction
37197359e9,2026-09-25T16:41:33.000683+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4318.9,4362.0311,4200.7,2.74,swing_level_sweet,-10,6,REJECT,,,45.23,34.7702,24.95,LH_LL,16,1.56,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-J7,2026-09-25T16:41:33.000683+00:00,CON.F.US.GCE.Z26,NY mid,2.74,lab (not sent),LOSS,-0.188,-0.188,-8.1,0.102,0.313,11621,2026-09-25T19:55:14.771010+00:00,lab,conviction
48f55a5ecc,2026-09-25T17:11:37.111356+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4318.9,4362.0311,4200.7,2.74,swing_level_sweet,-10,6,REJECT,,,45.23,34.7702,24.95,LH_LL,17,1.56,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-3P,2026-09-25T17:11:37.111356+00:00,CON.F.US.GCE.Z26,NY mid,2.74,lab (not sent),LOSS,-0.188,-0.188,-8.1,0.102,0.313,9817,2026-09-25T19:55:14.883794+00:00,lab,conviction
